City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Phu Ly,VN,20.5411,105.9139,57.61,73,95,3.42,overcast clouds
347,Atasu,KZ,48.6814,71.6433,16.83,65,4,19.48,clear sky
348,Pudozh,RU,61.8099,36.5345,15.08,87,100,10.69,overcast clouds
349,Kahului,US,20.8947,-156.47,77.85,77,20,0.0,few clouds
350,La Palma,US,33.8464,-118.0467,70.27,22,0,3.0,clear sky
351,Kijang,KR,35.2442,129.2139,26.33,54,69,17.98,broken clouds
352,Auki,SB,-8.7676,160.7034,79.23,86,78,6.22,broken clouds
353,Gushikawa,JP,26.3544,127.8686,56.43,58,75,11.5,broken clouds
354,Yerbogachen,RU,61.2767,108.0108,9.1,96,100,4.88,overcast clouds
355,Saint-Gaudens,FR,43.0833,0.6667,43.14,82,83,2.93,broken clouds
356,Puerto El Triunfo,SV,13.2833,-88.55,89.76,43,0,7.94,clear sky
357,Necochea,AR,-38.5473,-58.7368,63.03,77,100,23.51,overcast clouds
358,Cherskiy,RU,68.75,161.3,-33.21,96,17,1.74,few clouds
359,Elat,IL,29.5581,34.9482,57.54,48,23,5.5,few clouds
360,Sabha,LY,27.0377,14.4283,58.14,24,0,6.67,clear sky
361,Ayagoz,KZ,47.9714,80.4392,-3.78,86,1,6.91,clear sky
362,Verkhnyaya Toyma,RU,62.2349,44.9985,-0.27,98,84,4.81,broken clouds
363,Jiuquan,CN,39.7432,98.5174,17.11,42,100,6.82,overcast clouds
364,Mezhdurechensk,RU,53.6942,88.0603,6.91,98,89,2.39,overcast clouds
365,Carballo,ES,43.213,-8.691,51.22,79,12,9.35,few clouds
366,Orlik,RU,52.5178,99.825,0.25,91,100,3.6,overcast clouds
367,Zhangye,CN,38.9342,100.4517,18.84,62,100,2.77,overcast clouds
368,Cabra,ES,37.4725,-4.4421,62.04,63,58,2.98,broken clouds
369,Bulgan,MN,48.8125,103.5347,-3.1,87,34,4.47,scattered clouds
370,Ulaanbaatar,MN,47.9077,106.8832,-20.07,69,0,2.24,clear sky
371,Fukue,JP,32.6881,128.8419,41.58,61,97,27.72,overcast clouds
372,Verkhnyaya Inta,RU,65.9811,60.3094,-11.81,96,27,4.38,scattered clouds
373,Wexford,IE,52.3342,-6.4575,51.13,77,100,29.1,overcast clouds
374,Sitka,US,57.0531,-135.33,42.69,81,100,13.8,moderate rain
375,Kurumkan,RU,54.3,110.3,-4.85,95,89,3.02,overcast clouds
376,College,US,64.8569,-147.8028,1.58,80,75,4.61,broken clouds
377,Borogontsy,RU,62.6683,131.1683,-39.71,100,82,1.25,broken clouds
378,Ishigaki,JP,24.3448,124.1572,64.02,70,91,20.89,overcast clouds
379,Molfetta,IT,41.2002,16.5975,54.68,87,0,1.99,clear sky
380,Marsa Matruh,EG,31.3525,27.2453,57.18,73,1,11.05,clear sky
381,Raudeberg,NO,61.9875,5.1352,39.87,93,100,13.0,light rain
382,Naze,JP,28.3667,129.4833,51.04,69,84,16.91,broken clouds
383,Pascagoula,US,30.3658,-88.5561,47.41,47,0,13.8,clear sky
384,Djambala,CG,-2.5447,14.7533,73.74,77,60,2.64,light rain
385,Hit,IQ,33.6416,42.8251,54.18,50,64,4.7,broken clouds
386,Banfora,BF,10.6333,-4.7667,88.93,10,24,3.58,few clouds
387,Canatlan,MX,24.5167,-104.7833,49.32,41,0,8.79,clear sky
388,Camara De Lobos,PT,32.6333,-16.9667,71.13,85,40,9.22,scattered clouds
389,Guarapari,BR,-20.6667,-40.4975,84.09,73,78,18.88,broken clouds
390,Ambon,ID,-3.6954,128.1814,77.14,88,20,5.75,few clouds
391,Ca Mau,VN,9.1769,105.15,77.79,67,100,8.81,overcast clouds
392,Half Moon Bay,US,37.4636,-122.4286,59.97,71,0,0.0,haze
393,Mahon,ES,39.8885,4.2658,52.36,82,40,2.3,scattered clouds
394,Huilong,CN,31.8111,121.655,39.04,63,54,8.48,broken clouds
395,Dano,BF,11.15,-3.0667,88.84,8,36,4.65,scattered clouds
396,Karratha,AU,-20.7377,116.8463,84.65,70,62,5.77,broken clouds
397,Sao Filipe,CV,14.8961,-24.4956,75.06,66,0,9.17,clear sky
398,Tukrah,LY,32.5341,20.5791,55.29,75,7,16.15,clear sky
399,Bairiki,KI,1.3292,172.9752,81.81,73,10,19.84,clear sky
400,Dunedin,NZ,-45.8742,170.5036,51.8,80,32,6.15,scattered clouds
401,Bengkulu,ID,-3.8004,102.2655,74.55,96,100,9.44,heavy intensity rain
402,Atbasar,KZ,51.8,68.3333,10.02,83,100,9.42,overcast clouds
403,Wewak,PG,-3.5534,143.6268,79.29,86,96,11.72,overcast clouds
404,Lorengau,PG,-2.0226,147.2712,80.71,77,36,8.68,scattered clouds
405,Madimba,TZ,-10.4,40.3333,78.49,76,83,6.22,broken clouds
406,Hamilton,US,39.1834,-84.5333,25.5,73,40,1.99,snow
407,Grindavik,IS,63.8424,-22.4338,26.55,80,40,6.91,scattered clouds
408,Olinda,BR,-8.0089,-34.8553,85.73,54,20,9.22,few clouds
409,Punuare,HN,14.7333,-85.9667,93.96,29,12,4.65,few clouds
410,Jardim,BR,-21.4803,-56.1381,85.89,58,72,6.85,heavy intensity rain
411,Ola,RU,59.5833,151.2833,-3.96,76,43,11.34,scattered clouds
412,Alyangula,AU,-13.8483,136.4192,78.94,83,92,8.79,overcast clouds
413,Alenquer,BR,-1.9417,-54.7383,84.54,72,89,3.04,overcast clouds
414,Wajid,SO,3.8093,43.2471,83.26,18,80,10.11,broken clouds
415,Nkayi,CG,-4.1841,13.2884,77.43,85,29,3.33,light rain
416,Olkhovatka,RU,50.2831,39.2872,2.19,100,34,4.29,scattered clouds
417,Roma,US,43.2128,-75.4557,19.44,61,0,18.41,clear sky
418,Golden,US,39.7555,-105.2211,50.2,33,75,20.0,broken clouds
419,Clyde River,CA,70.4692,-68.5914,-25.37,68,40,11.5,scattered clouds
420,Cuyo,PH,10.8525,121.0086,79.77,80,81,30.94,broken clouds
421,Shingu,JP,33.7333,135.9833,38.91,77,25,7.31,scattered clouds
422,Kaoma,ZM,-14.7833,24.8,66.34,91,60,0.49,light rain
423,Sangar,RU,63.9242,127.4739,-33.52,99,100,3.29,overcast clouds
424,Grajau,BR,-5.8194,-46.1386,83.8,76,99,2.24,overcast clouds
425,Onega,RU,63.9061,38.1404,12.81,88,100,15.55,overcast clouds
426,Souillac,MU,-20.5167,57.5167,80.37,89,75,20.71,light intensity shower rain
427,Hangu,CN,39.2489,117.7892,28.44,52,21,8.43,few clouds
428,Puerto Leguizamo,CO,-0.1934,-74.7819,84.81,67,95,3.53,heavy intensity rain
429,Edea,CM,3.8,10.1333,81.1,73,41,5.97,scattered clouds
430,Baker City,US,44.7749,-117.8344,40.14,85,41,1.83,scattered clouds
431,Port Keats,AU,-14.25,129.55,76.89,87,100,3.71,overcast clouds
432,Anadyr,RU,64.75,177.4833,-5.3,77,0,20.13,clear sky
433,Danville,US,36.586,-79.395,40.57,43,0,14.97,clear sky
434,Rapid Valley,US,44.0625,-103.1463,51.84,30,0,8.99,clear sky
435,Port Blair,IN,11.6667,92.75,80.64,83,20,2.3,mist
436,Derzhavinsk,KZ,51.1,66.3167,16.29,79,100,13.8,overcast clouds
437,Griffith,US,41.5284,-87.4237,21.31,63,75,3.0,broken clouds
438,Vanimo,PG,-2.6741,141.3028,78.01,87,94,6.17,overcast clouds
439,Kishtwar,IN,33.3167,75.7667,32.49,69,47,4.9,scattered clouds
440,Midland,US,31.9974,-102.0779,45.95,34,0,12.66,clear sky
441,Alta,NO,69.9689,23.2717,27.66,76,75,12.66,broken clouds
442,Pestravka,RU,52.405,49.9583,24.51,98,100,3.31,overcast clouds
443,Cloquet,US,46.7216,-92.4594,10.38,81,100,6.91,snow
444,Fez,MA,34.0372,-4.9998,61.05,55,0,3.44,clear sky
445,Port-Gentil,GA,-0.7193,8.7815,79.86,80,22,9.24,few clouds
446,Vila Franca Do Campo,PT,37.7167,-25.4333,64.2,76,79,12.59,broken clouds
447,San Borja,BO,-14.8167,-66.85,85.48,69,99,7.74,overcast clouds
448,Sakaiminato,JP,35.55,133.2333,33.78,75,75,24.16,broken clouds
449,Odesskoye,RU,54.2111,72.9651,4.08,84,98,7.54,overcast clouds
450,Gao,ML,16.6362,1.637,71.35,10,0,10.92,clear sky
451,Oranjemund,NA,-28.55,16.4333,67.89,74,27,7.4,scattered clouds
452,Kupang,ID,-10.1667,123.5833,79.09,85,93,9.71,overcast clouds
453,Zalantun,CN,48.0,122.7167,-2.92,88,76,6.15,broken clouds
454,Kashi,CN,39.4547,75.9797,30.22,74,75,8.95,broken clouds
455,Simbahan,PH,6.3032,120.5836,81.19,81,92,18.99,overcast clouds
456,Lishan,CN,31.8576,113.2951,35.87,49,92,8.12,moderate rain
457,San Quintin,MX,30.4833,-115.95,62.1,23,0,3.15,clear sky
458,Roebourne,AU,-20.7833,117.1333,84.33,72,52,4.29,broken clouds
459,San Policarpo,PH,12.1791,125.5072,80.67,68,91,17.09,overcast clouds
460,Ewa Beach,US,21.3156,-158.0072,70.59,81,40,5.99,scattered clouds
461,Korce,AL,40.6186,20.7808,35.37,97,92,2.17,overcast clouds
462,Amalapuram,IN,16.5833,82.0167,69.12,91,72,3.74,broken clouds
463,Maniitsoq,GL,65.4167,-52.9,6.04,91,100,11.99,light snow
464,Tibati,CM,6.4667,12.6333,75.16,21,77,5.68,broken clouds
465,Tutoia,BR,-2.7619,-42.2744,87.78,73,100,11.48,overcast clouds
466,Antofagasta,CL,-23.65,-70.4,70.21,64,12,9.24,few clouds
467,Nishihara,JP,26.1842,127.7558,56.48,62,75,20.71,broken clouds
468,Atikokan,CA,48.7555,-91.6216,8.6,94,100,10.98,snow
469,Aswan,EG,24.0934,32.907,56.35,42,0,11.59,clear sky
470,Richards Bay,ZA,-28.783,32.0377,73.15,82,99,10.92,overcast clouds
471,Phanom Thuan,TH,14.1303,99.6986,82.87,58,92,2.84,light rain
472,Puerto Baquerizo Moreno,EC,-0.9,-89.6,83.39,70,40,16.11,scattered clouds
473,Tessalit,ML,20.1986,1.0114,70.5,10,0,8.12,clear sky
474,Houston,US,29.7633,-95.3633,48.34,48,0,1.99,clear sky
475,Koumac,NC,-20.5667,164.2833,77.63,82,74,0.36,broken clouds
476,Waingapu,ID,-9.6567,120.2641,78.6,87,98,7.47,overcast clouds
477,Ribeira Brava,PT,32.65,-17.0667,71.13,40,2,11.83,clear sky
478,Xocali,AZ,39.913,46.7903,32.31,92,97,2.62,light snow
479,Minbu,MM,20.1833,94.8833,67.05,64,0,6.4,clear sky
480,Lichinga,MZ,-13.3128,35.2406,66.29,94,100,8.05,light intensity drizzle
481,Byron Bay,AU,-28.65,153.6167,66.15,72,81,19.46,light rain
482,Vao,NC,-22.6667,167.4833,79.83,86,96,7.72,light rain
483,Chuy,UY,-33.6971,-53.4616,79.97,55,98,5.08,overcast clouds
484,Gorshechnoye,RU,51.5244,38.0365,0.95,100,45,4.32,scattered clouds
485,Hobyo,SO,5.3505,48.5268,76.55,69,22,10.85,few clouds
486,Oswego,US,43.4501,-76.1497,18.95,74,69,8.99,broken clouds
487,Eskilstuna,SE,59.3666,16.5077,36.03,85,15,7.0,few clouds
488,Hovd,MN,48.0056,91.6419,-12.28,81,13,2.68,few clouds
489,Dongsheng,CN,39.8161,109.9776,13.19,43,88,5.17,overcast clouds
490,Westerland,DE,54.9079,8.3033,42.82,87,100,25.32,light rain
491,Norman Wells,CA,65.282,-126.8329,-9.8,92,90,6.38,overcast clouds
492,Tambun,ID,-6.2641,107.0712,78.04,91,100,5.75,overcast clouds
493,Maxixe,MZ,-23.8597,35.3472,80.42,78,40,12.66,scattered clouds
494,San Jose,US,37.3394,-121.895,60.44,57,75,0.0,broken clouds
495,Rio Gallegos,AR,-51.6226,-69.2181,77.05,27,40,24.16,scattered clouds
496,Nushki,PK,29.5542,66.0215,62.08,15,0,14.38,clear sky
497,Butembo,CD,0.15,29.2833,62.22,73,100,1.32,overcast clouds
498,Nerchinskiy Zavod,RU,51.3088,119.61,-16.06,97,91,3.31,overcast clouds
499,Saint Anthony,US,45.0205,-93.218,15.66,60,75,7.0,broken clouds
500,Wanaka,NZ,-44.7,169.15,49.1,80,48,1.99,scattered clouds
501,Muros,ES,42.7762,-9.0603,53.1,69,15,15.12,few clouds
502,Bilibino,RU,68.0546,166.4372,-15.0,95,11,4.72,few clouds
503,Chabahar,IR,25.2919,60.643,71.85,73,1,5.75,clear sky
504,Virar,IN,19.4667,72.8,73.49,63,14,6.31,few clouds
505,Denpasar,ID,-8.65,115.2167,81.72,83,75,9.22,broken clouds
506,Marzuq,YE,14.4,46.4667,68.43,39,34,5.57,scattered clouds
507,Isabela,PH,6.7085,121.9711,75.25,81,100,2.59,overcast clouds
508,Edd,ER,13.9297,41.6925,77.43,80,54,19.39,broken clouds
509,Jalu,LY,29.0331,21.5482,58.24,45,0,3.36,clear sky
510,Songea,TZ,-10.6833,35.65,65.3,91,95,3.91,overcast clouds
511,Huron,US,41.1501,-82.5499,24.08,73,96,5.82,overcast clouds
512,Atsipopoulon,GR,35.35,24.4333,56.25,81,10,4.07,clear sky
513,Xuddur,SO,4.1213,43.8894,80.71,18,61,8.72,broken clouds
514,Beringovskiy,RU,63.05,179.3167,-8.99,91,70,14.9,broken clouds
515,Ixtapa,MX,20.7,-105.2,76.23,61,75,3.44,broken clouds
516,Tigzirt,DZ,36.8886,4.1198,55.74,85,99,13.91,overcast clouds
517,Noumea,NC,-22.2763,166.4572,76.98,89,77,7.34,light rain
518,Coquimbo,CL,-29.9533,-71.3436,72.37,65,1,7.92,clear sky
519,Armidale,AU,-30.5167,151.65,51.82,95,74,8.52,broken clouds
520,Totness,SR,5.8833,-56.3167,80.91,75,86,10.85,light rain
521,Nantucket,US,41.2835,-70.0995,29.08,72,75,13.8,broken clouds
522,Honiara,SB,-9.4333,159.95,78.98,88,99,1.32,overcast clouds
523,Kieta,PG,-6.2167,155.6333,80.26,83,100,7.07,overcast clouds
524,Kalur Kot,PK,32.1564,71.2594,57.51,43,95,6.02,overcast clouds
525,Monrovia,LR,6.3005,-10.7969,85.77,76,26,11.65,scattered clouds
526,Moron,AR,-34.6534,-58.6198,74.01,64,85,12.71,overcast clouds
527,Abhar,IR,36.1468,49.218,30.76,79,18,11.86,few clouds
528,Kumluca,TR,36.3703,30.2869,46.67,65,10,5.66,clear sky
529,Khon Kaen,TH,16.5,102.0833,69.1,61,78,3.58,broken clouds
530,Lagoa,PT,39.05,-27.9833,58.69,79,35,18.28,scattered clouds
531,Storsteinnes,NO,69.2408,19.2344,33.8,86,71,9.37,broken clouds
532,Macomb,US,40.4592,-90.6718,18.16,62,0,1.01,clear sky
533,Port Augusta,AU,-32.5,137.7667,75.7,28,33,18.97,scattered clouds
534,Vung Tau,VN,10.346,107.0843,77.14,72,100,12.1,overcast clouds
535,Thinadhoo,MV,0.5333,72.9333,82.67,72,79,12.57,broken clouds
536,Mattru,SL,7.6244,-11.8332,89.69,44,42,7.18,scattered clouds
537,Seybaplaya,MX,19.65,-90.6667,74.66,73,99,16.31,overcast clouds
538,Hadejia,NG,12.4498,10.0444,72.16,17,3,10.49,clear sky
539,Poya,NC,-21.35,165.15,76.87,92,56,4.16,broken clouds
540,Amapa,BR,1.0,-52.0,79.36,93,95,4.16,light rain
541,Margate,GB,51.3813,1.3862,49.69,74,88,10.0,overcast clouds
542,Port Macquarie,AU,-31.4333,152.9167,62.56,74,89,13.38,overcast clouds
543,Stornoway,GB,58.2093,-6.3865,35.92,80,40,4.0,scattered clouds
544,Padang,ID,-0.9492,100.3543,74.1,97,100,0.58,light rain
545,Podolinec,SK,49.2587,20.536,31.91,86,51,8.14,light snow
546,Lahaina,US,20.8783,-156.6825,77.81,76,2,2.8,clear sky
547,Douentza,ML,14.9951,-2.9517,78.44,8,0,7.81,clear sky
548,Esso,RU,55.9333,158.7,6.24,97,100,2.89,overcast clouds
549,Coos Bay,US,43.3665,-124.2179,48.85,100,40,8.05,scattered clouds
550,Bakchar,RU,57.0186,82.0711,15.73,87,100,6.35,overcast clouds
551,Kununurra,AU,-15.7667,128.7333,78.78,94,100,0.0,overcast clouds
552,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,88,75,17.29,broken clouds
553,Les Cayes,HT,18.2,-73.75,85.12,37,42,8.41,scattered clouds
554,Komsomolskiy,UZ,40.4272,71.7189,40.42,48,57,4.61,broken clouds
555,Puerto Quijarro,BO,-17.7833,-57.7667,93.27,45,100,5.26,overcast clouds
556,Juegang,CN,32.3174,121.1855,33.91,57,44,7.47,scattered clouds
557,Pachelma,RU,53.2443,43.3521,8.24,99,95,5.19,overcast clouds
558,Shangrao,CN,28.4532,117.9686,41.36,74,89,8.34,overcast clouds
559,Geraardsbergen,BE,50.7804,3.907,46.85,82,71,20.07,broken clouds
560,Ginda,IN,30.6945,78.4932,35.73,48,5,7.02,clear sky
561,La Ronge,CA,55.1001,-105.2842,-9.15,64,75,8.05,broken clouds
562,Greeneville,US,36.1632,-82.831,38.91,58,0,6.91,clear sky
563,Sambava,MG,-14.2667,50.1667,76.73,89,100,5.82,light rain
564,Great Bend,US,38.3645,-98.7648,50.05,39,0,21.85,clear sky
565,Bakel,SN,14.905,-12.4568,94.17,6,0,10.56,clear sky
566,Arandis,NA,-22.4167,14.9667,62.47,52,22,6.6,few clouds
567,Gumdag,TM,39.2061,54.5906,43.5,76,94,20.18,overcast clouds
568,Deputatskiy,RU,69.3,139.9,-29.11,96,100,3.18,overcast clouds
569,Belaya Gora,RU,68.5333,146.4167,-39.93,100,98,1.03,overcast clouds
570,Luanda,AO,-8.8368,13.2343,80.6,69,20,8.05,few clouds
571,Sooke,CA,48.3746,-123.7276,46.08,92,100,12.66,overcast clouds
572,Ketchikan,US,55.3422,-131.6461,43.27,93,100,16.11,moderate rain
573,Adigeni,GE,41.6819,42.6987,17.47,95,92,3.94,light snow
574,Pringsewu,ID,-5.3582,104.9744,73.38,97,100,2.39,overcast clouds
575,Kattivakkam,IN,13.2167,80.3167,81.07,81,67,9.84,broken clouds
576,Cabo San Lucas,MX,22.8909,-109.9124,71.62,56,0,8.05,clear sky
577,Khani,GE,41.9563,42.9566,24.37,95,92,3.09,light snow
578,Shimoda,JP,34.6667,138.95,33.91,73,5,25.57,clear sky
579,Emba,KZ,48.8264,58.1442,23.04,92,100,7.38,overcast clouds
580,Kirakira,SB,-10.4544,161.9205,81.0,85,98,5.14,overcast clouds
581,Reidsville,US,36.3549,-79.6645,40.51,32,0,8.05,clear sky
582,Sechura,PE,-5.5569,-80.8222,83.21,53,47,12.03,scattered clouds
583,Syracuse,IT,37.0881,15.2792,58.37,78,85,5.84,overcast clouds
584,Wufeng,CN,27.45,104.8333,32.02,97,100,4.29,overcast clouds
585,Itacarambi,BR,-15.1022,-44.0919,88.66,48,94,3.04,overcast clouds
586,Conceicao Do Araguaia,BR,-8.2578,-49.2647,91.74,50,61,4.68,broken clouds
587,Batagay-Alyta,RU,67.8006,130.4114,-26.03,99,72,3.65,broken clouds
588,Kohima,IN,25.6667,94.1167,41.43,97,28,2.35,scattered clouds
589,Envira,BR,-7.3,-70.2167,82.56,70,99,3.49,overcast clouds
590,Los Llanos De Aridane,ES,28.6585,-17.9182,65.12,82,0,1.99,clear sky
591,Halifax,CA,44.6453,-63.5724,26.22,90,100,11.01,overcast clouds
592,Panzos,GT,15.4,-89.6667,71.96,93,94,3.44,overcast clouds
593,Penzance,GB,50.1186,-5.5371,51.01,80,100,30.69,overcast clouds
594,Namie,JP,37.4833,141.0,26.98,67,66,4.29,broken clouds
595,Boyle,US,37.6334,-84.8666,29.26,68,40,0.0,scattered clouds
596,Arroyo,ES,41.6096,-4.7969,45.14,63,0,9.22,clear sky
597,Goderich,CA,43.7501,-81.7165,19.9,62,99,6.91,overcast clouds
598,Launceston,AU,-41.45,147.1667,58.64,72,100,10.36,overcast clouds
599,Alto Longa,BR,-5.2511,-42.2103,89.58,51,76,3.67,broken clouds
600,Dalnerechensk,RU,45.9339,133.7225,-9.56,99,87,5.55,overcast clouds
601,Aloleng,PH,16.1307,119.7824,76.64,74,84,8.75,broken clouds
602,Doha,QA,25.2867,51.5333,66.18,50,0,13.8,clear sky
603,Cochrane,CA,51.1834,-114.4687,45.23,31,75,19.57,broken clouds
604,Boone,US,39.0334,-92.3335,30.45,51,3,1.01,clear sky
605,Hanzhong,CN,33.0728,107.0303,35.46,91,100,7.87,light rain
606,Yar-Sale,RU,66.8333,70.8333,-10.8,100,87,3.13,overcast clouds
607,Guadalupe Y Calvo,MX,26.1,-106.9667,57.52,20,12,6.4,few clouds
608,Alofi,NU,-19.0595,-169.9187,75.09,100,100,3.44,overcast clouds
609,Ilinskiy,RU,55.619,38.1182,16.38,85,62,4.47,fog
610,Tres Arroyos,AR,-38.3739,-60.2798,65.57,62,100,20.13,overcast clouds
611,Gamboula,CF,4.1178,15.1393,78.17,18,84,1.36,broken clouds
612,Rivers,CA,50.0308,-100.2403,-1.25,88,100,3.22,overcast clouds
613,Sisophon,KH,13.5859,102.9737,77.13,60,41,9.24,scattered clouds
614,Kushima,JP,31.4583,131.2333,38.12,74,8,7.45,clear sky
615,Pathein,MM,16.7833,94.7333,71.73,91,9,6.02,clear sky
616,Aktash,RU,50.3,87.7333,-15.36,72,0,5.55,clear sky
617,Axim,GH,4.8699,-2.2405,81.91,76,33,11.39,scattered clouds
618,Nanzhou,CN,29.3596,112.4024,41.59,72,71,8.9,light rain
619,Saint-Augustin,CA,51.226,-58.6502,5.2,93,100,16.17,light snow
620,Oriximina,BR,-1.7656,-55.8661,86.61,65,88,1.77,overcast clouds
621,Uhlove,UA,44.8215,33.6045,42.57,78,100,14.5,overcast clouds
622,Pasni,PK,25.2631,63.471,72.07,77,16,10.25,few clouds
623,Irtyshskiy,RU,58.3333,68.1333,20.8,89,100,6.8,overcast clouds
624,Mondlo,ZA,-27.983,30.7177,60.85,97,99,5.41,light rain
625,Sabinopolis,BR,-18.6661,-43.0839,74.14,81,100,2.66,overcast clouds
626,Nacala,MZ,-14.5428,40.6728,78.21,83,81,6.13,broken clouds
627,Borisoglebskiy,RU,57.2586,39.1508,8.24,100,47,2.95,scattered clouds
628,Nedjo,ET,9.5046,35.5019,62.26,37,90,3.96,overcast clouds
629,Baiyin,CN,36.5583,104.2081,16.68,92,100,6.26,light snow
630,Moca,DO,19.5,-70.5,72.3,72,75,10.36,broken clouds
631,Terrace,CA,54.5163,-128.6035,42.71,81,75,10.36,broken clouds
632,Dryden,CA,49.7833,-92.7503,5.29,72,100,16.11,overcast clouds
633,Coron,PH,11.9986,120.2043,78.15,66,88,11.5,overcast clouds
634,Yaan,NG,7.3833,8.5667,86.43,12,1,6.02,clear sky
635,Broken Hill,AU,-31.95,141.4333,68.29,40,5,10.69,clear sky
636,Tortoli,IT,39.9256,9.6572,53.42,82,0,2.3,clear sky
637,Rio Grande,BR,-32.035,-52.0986,84.31,75,99,12.39,overcast clouds
638,Hirara,JP,24.8,125.2833,62.51,67,100,19.89,overcast clouds
639,Uspenka,UA,48.3903,39.1619,20.86,94,81,5.32,broken clouds
640,Touros,BR,-5.1989,-35.4608,88.7,55,20,13.18,few clouds
641,Silveira,PT,39.1112,-9.3643,57.56,91,43,8.01,scattered clouds
642,Brawley,US,32.9787,-115.5303,65.48,20,0,5.75,clear sky
643,Meulaboh,ID,4.1363,96.1285,75.6,88,100,7.2,overcast clouds
644,Belyy Yar,RU,53.6039,91.3903,-13.11,77,98,2.24,fog
645,Olot,ES,42.181,2.4901,50.41,62,97,2.1,overcast clouds
646,Nuevo Progreso,MX,23.1667,-97.95,56.59,30,78,4.0,broken clouds
647,Altay,CN,47.8667,88.1167,7.16,51,0,9.89,clear sky
648,Doctor Arroyo,MX,23.6667,-100.1833,50.68,54,32,9.69,scattered clouds
649,Leh,IN,34.1667,77.5833,-7.83,75,42,3.44,scattered clouds
650,Trincomalee,LK,8.5711,81.2335,79.11,72,31,13.06,scattered clouds
651,Newala,TZ,-10.9431,39.2787,66.24,88,91,4.12,overcast clouds
652,Vilhena,BR,-12.7406,-60.1458,84.42,65,75,9.22,broken clouds
653,Namatanai,PG,-3.6667,152.4333,80.02,78,78,9.22,broken clouds
654,Bara,NG,10.3744,10.7288,75.13,19,0,7.76,clear sky
655,Dalbandin,PK,28.8947,64.4101,62.4,20,0,12.91,clear sky
656,Neuquen,AR,-38.9516,-68.0591,75.09,38,40,2.3,scattered clouds
657,Conceicao Do Mato Dentro,BR,-19.0372,-43.425,75.22,82,100,2.57,moderate rain
658,Cabedelo,BR,-6.9811,-34.8339,86.67,63,25,11.03,scattered clouds
659,Yate,GB,51.5407,-2.4184,50.74,83,100,7.0,overcast clouds
660,Nexo,DK,55.0607,15.1306,39.29,83,64,30.0,broken clouds
661,Pitimbu,BR,-7.4706,-34.8086,86.59,61,19,10.54,few clouds
662,Tuatapere,NZ,-46.1333,167.6833,50.83,84,39,0.76,scattered clouds
663,Kalivia,GR,35.0583,25.2272,55.81,78,8,7.7,clear sky
664,Keetmanshoop,NA,-26.5833,18.1333,83.32,36,11,5.75,few clouds
665,Mao,ES,39.8885,4.2658,52.36,82,40,2.3,scattered clouds
666,Peniche,PT,39.3558,-9.3811,56.75,77,28,17.2,scattered clouds
667,Long Xuyen,VN,10.3833,105.4167,75.15,82,99,1.63,overcast clouds
668,Husavik,IS,66.0449,-17.3389,13.91,97,99,27.76,snow
669,Waddan,LY,29.1614,16.139,59.54,21,1,3.8,clear sky
670,Leskolovo,RU,60.2634,30.4546,22.93,76,100,9.84,snow
671,Pimentel,PE,-6.8367,-79.9342,80.89,54,0,11.5,clear sky
672,Caconda,AO,-13.7333,15.0667,62.17,63,100,3.11,overcast clouds
673,Ginir,ET,7.1333,40.7,62.37,18,65,2.59,broken clouds
674,Piacabucu,BR,-10.4056,-36.4344,84.34,58,100,12.95,light rain
675,Makariv,UA,50.4641,29.8113,35.29,91,100,12.39,overcast clouds
676,Castelldefels,ES,41.2779,1.9703,56.08,83,20,5.75,few clouds
677,Sungaipenuh,ID,-2.0833,101.3833,64.6,100,100,2.35,overcast clouds
678,Voyvozh,RU,62.892,54.9635,-2.65,99,53,4.16,broken clouds
679,Hami,CN,42.8,93.45,27.09,27,92,13.73,overcast clouds
680,Sorland,NO,67.667,12.6934,39.7,78,97,34.67,overcast clouds
681,Lata,PT,40.1629,-8.3327,54.07,67,2,5.5,clear sky
682,Pachperwa,IN,27.5167,82.65,52.43,80,15,6.71,few clouds
683,Canton,CN,23.1167,113.25,55.99,64,80,6.58,broken clouds
684,Alexandria,EG,31.2156,29.9553,57.16,67,0,10.83,clear sky
685,Zhoucheng,CN,35.9122,116.3117,28.76,35,40,1.12,scattered clouds
686,Matay,EG,28.419,30.7792,55.45,49,0,7.11,clear sky
687,Nadym,RU,65.5333,72.5167,-17.18,100,93,3.62,overcast clouds
688,Suratgarh,IN,29.3167,73.9,59.02,38,6,7.18,clear sky
689,Chicama,PE,-7.8447,-79.1469,68.54,56,60,10.04,broken clouds
690,Warrnambool,AU,-38.3833,142.4833,60.82,79,100,10.98,overcast clouds
691,Bereda,ES,43.2686,-7.5406,46.92,86,6,5.28,clear sky
692,Daru,PG,-9.0763,143.2092,77.79,91,100,8.97,light rain
693,Omsukchan,RU,62.5333,155.8,-24.38,78,3,3.87,clear sky
694,Arlit,NE,18.7369,7.3853,69.24,11,0,8.55,clear sky
695,Bosobolo,CD,4.1833,19.9,80.06,24,96,0.25,overcast clouds
696,Cankuzo,BI,-3.1333,30.5833,59.09,91,100,1.63,overcast clouds
697,Sakhipur,BD,24.3,90.1833,64.27,64,10,5.08,clear sky
698,Cooma,AU,-36.2333,149.1333,49.77,100,75,4.61,broken clouds
