City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
303,Islampur,IN,54.1,clear sky,26.2667,88.2,Circuit House
304,Berlevag,NO,23.54,overcast clouds,70.8578,29.0864,Kvitbrakka
305,Destin,US,50.23,clear sky,30.3935,-86.4958,The Inn on Destin Harbor
310,Quesnel,CA,28.9,mist,52.9999,-122.5029,Ramada by Wyndham Quesnel
313,Falam,MM,44.83,broken clouds,22.9167,93.6833,Falang Government Guesthouse
314,Ciro Marina,IT,55.42,overcast clouds,39.3732,17.126,Hotel Miramare
316,Awbari,LY,57.9,clear sky,26.5921,12.7805,فندق أوباري
317,Olenino,RU,18.37,light snow,56.2092,33.4889,Kolos
318,Vanavara,RU,15.87,light snow,60.34,102.2797,
319,Sioux Lookout,CA,5.38,overcast clouds,50.1001,-91.917,Knobby's Fly-In Camps
323,Niscemi,IT,55.26,clear sky,37.1486,14.3913,Casa Giulia
324,Kenai,US,27.09,light snow,60.5544,-151.2583,Aspen Extended Stay Suites
331,Kamenka,RU,10.38,overcast clouds,51.3223,42.7678,
333,Dickinson,US,47.16,clear sky,29.4608,-95.0513,Hampton Inn & Suites Houston/League City
334,Togur,RU,17.64,overcast clouds,58.3631,82.8265,
335,Oksfjord,NO,29.32,scattered clouds,70.2396,22.3479,
337,Barcelos,PT,56.84,clear sky,41.5388,-8.6151,Hotel Restaurante Bagoeira
339,Leshan,CN,44.6,overcast clouds,29.5623,103.7639,Leshan Haiyun International Youth Hostel
340,Portland,US,48.09,broken clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
346,Phu Ly,VN,57.61,overcast clouds,20.5411,105.9139,5 Star Apartment Central Phu Ly
347,Atasu,KZ,16.83,clear sky,48.6814,71.6433,Dostyk
348,Pudozh,RU,15.08,overcast clouds,61.8099,36.5345,Guest-House na Transportnoy
351,Kijang,KR,26.33,broken clouds,35.2442,129.2139,Samyang Beach Villa
353,Gushikawa,JP,56.43,broken clouds,26.3544,127.8686,Kirari Guest House
354,Yerbogachen,RU,9.1,overcast clouds,61.2767,108.0108,
355,Saint-Gaudens,FR,43.14,broken clouds,43.0833,0.6667,L'Ardiégeoise
359,Elat,IL,57.54,few clouds,29.5581,34.9482,Club Hotel Eilat
360,Sabha,LY,58.14,clear sky,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
363,Jiuquan,CN,17.11,overcast clouds,39.7432,98.5174,Jiuquan Hotel
364,Mezhdurechensk,RU,6.91,overcast clouds,53.6942,88.0603,Apartments Mezhdurechensk
365,Carballo,ES,51.22,few clouds,43.213,-8.691,Pazo do Souto
367,Zhangye,CN,18.84,overcast clouds,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
371,Fukue,JP,41.58,overcast clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
373,Wexford,IE,51.13,overcast clouds,52.3342,-6.4575,Talbot Hotel Wexford
374,Sitka,US,42.69,moderate rain,57.0531,-135.33,Westmark Sitka
379,Molfetta,IT,54.68,clear sky,41.2002,16.5975,Garden Hotel Molfetta
380,Marsa Matruh,EG,57.18,clear sky,31.3525,27.2453,Beau Site
381,Raudeberg,NO,39.87,light rain,61.9875,5.1352,Nordre Silda.
382,Naze,JP,51.04,broken clouds,28.3667,129.4833,Shishime Hotel
383,Pascagoula,US,47.41,clear sky,30.3658,-88.5561,Regency Inn
385,Hit,IQ,54.18,broken clouds,33.6416,42.8251,صالون زيرو
387,Canatlan,MX,49.32,clear sky,24.5167,-104.7833,AUTOLAVADO El Negro
392,Half Moon Bay,US,59.97,haze,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
393,Mahon,ES,52.36,scattered clouds,39.8885,4.2658,ARTIEM Capri
394,Huilong,CN,39.04,broken clouds,31.8111,121.655,Hilton Garden Inn Qidong
398,Tukrah,LY,55.29,clear sky,32.5341,20.5791,Lagrota restaurant
400,Dunedin,NZ,51.8,scattered clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
402,Atbasar,KZ,10.02,overcast clouds,51.8,68.3333,Гостиничный Комплекс Saad
406,Hamilton,US,25.5,snow,39.1834,-84.5333,Six Acres Bed & Breakfast
407,Grindavik,IS,26.55,scattered clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
417,Roma,US,19.44,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
418,Golden,US,50.2,broken clouds,39.7555,-105.2211,"The Golden Hotel, Ascend Hotel Collection"
421,Shingu,JP,38.91,scattered clouds,33.7333,135.9833,Shingu UI Hotel
425,Onega,RU,12.81,overcast clouds,63.9061,38.1404,Lunny Kot Guest House
427,Hangu,CN,28.44,few clouds,39.2489,117.7892,Chongli Xuexiang Family Express Inn
430,Baker City,US,40.14,scattered clouds,44.7749,-117.8344,Bridge Street Inn
433,Danville,US,40.57,clear sky,36.586,-79.395,"Holiday Inn Express Danville, an IHG Hotel"
434,Rapid Valley,US,51.84,clear sky,44.0625,-103.1463,Fairfield Inn & Suites by Marriott Rapid City
436,Derzhavinsk,KZ,16.29,overcast clouds,51.1,66.3167,Ooo.khim Baza
437,Griffith,US,21.31,broken clouds,41.5284,-87.4237,Apartment above Depot Bar
439,Kishtwar,IN,32.49,scattered clouds,33.3167,75.7667,Heritage Bagh by Himalayan Musk
440,Midland,US,45.95,clear sky,31.9974,-102.0779,DoubleTree by Hilton Hotel Midland Plaza
441,Alta,NO,27.66,broken clouds,69.9689,23.2717,Scandic Alta
442,Pestravka,RU,24.51,overcast clouds,52.405,49.9583,"Gostinitsa ""Germes"""
443,Cloquet,US,10.38,snow,46.7216,-92.4594,Super 8 by Wyndham Cloquet
448,Sakaiminato,JP,33.78,broken clouds,35.55,133.2333,Matsuya
454,Kashi,CN,30.22,broken clouds,39.4547,75.9797,帕米尔青年旅舍
456,Lishan,CN,35.87,moderate rain,31.8576,113.2951,Hongdu Hotel
461,Korce,AL,35.37,overcast clouds,40.6186,20.7808,Life Gallery Hotel
463,Maniitsoq,GL,6.04,light snow,65.4167,-52.9,Hotel Heilmann Lyberth
467,Nishihara,JP,56.48,broken clouds,26.1842,127.7558,Minshuku Agaihama
468,Atikokan,CA,8.6,snow,48.7555,-91.6216,Quetico Inn (formerly Radisson)
469,Aswan,EG,56.35,clear sky,24.0934,32.907,Nuba Nile
474,Houston,US,48.34,clear sky,29.7633,-95.3633,"Hotel ICON, Autograph Collection"
478,Xocali,AZ,32.31,light snow,39.913,46.7903,
486,Oswego,US,18.95,broken clouds,43.4501,-76.1497,S & E Mobile Home Park
487,Eskilstuna,SE,36.03,few clouds,59.3666,16.5077,Comfort Hotel Eskilstuna
489,Dongsheng,CN,13.19,overcast clouds,39.8161,109.9776,Crowne Plaza Ordos
490,Westerland,DE,42.82,light rain,54.9079,8.3033,Dorint Strandhotel & Spa Westerland / Sylt
499,Saint Anthony,US,15.66,broken clouds,45.0205,-93.218,Holiday Inn Express Roseville-St. Paul
500,Wanaka,NZ,49.1,scattered clouds,-44.7,169.15,Wanaka Homestead Lodge and Cottages
501,Muros,ES,53.1,few clouds,42.7762,-9.0603,Apartment Av. Castelao
509,Jalu,LY,58.24,clear sky,29.0331,21.5482,صاحبة الفخامة
511,Huron,US,24.08,overcast clouds,41.1501,-82.5499,Meadow Brook Mobile Estates
512,Atsipopoulon,GR,56.25,clear sky,35.35,24.4333,Thalassa Boutique Hotel
516,Tigzirt,DZ,55.74,overcast clouds,36.8886,4.1198,Bloc D tazoumbirt (amar)
519,Armidale,AU,51.82,broken clouds,-30.5167,151.65,Abbotsleigh Motor Inn
521,Nantucket,US,29.08,broken clouds,41.2835,-70.0995,Jared Coffin House
524,Kalur Kot,PK,57.51,overcast clouds,32.1564,71.2594,CHAAND STREET
527,Abhar,IR,30.76,few clouds,36.1468,49.218,Hotel Got7
528,Kumluca,TR,46.67,clear sky,36.3703,30.2869,TurkuazKöy
530,Lagoa,PT,58.69,scattered clouds,39.05,-27.9833,Casa Das Faias
531,Storsteinnes,NO,33.8,broken clouds,69.2408,19.2344,Tingvoll
532,Macomb,US,18.16,clear sky,40.4592,-90.6718,Hampton Inn Macomb
541,Margate,GB,49.69,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
543,Stornoway,GB,35.92,scattered clouds,58.2093,-6.3865,Caladh Inn
545,Podolinec,SK,31.91,light snow,49.2587,20.536,Vaša lekáreň Holumnica
548,Esso,RU,6.24,overcast clouds,55.9333,158.7,Paramushir Tur
549,Coos Bay,US,48.85,scattered clouds,43.3665,-124.2179,Best Western Holiday Hotel
550,Bakchar,RU,15.73,overcast clouds,57.0186,82.0711,Gostinitsa Gostevoy Dom
554,Komsomolskiy,UZ,40.42,broken clouds,40.4272,71.7189,Ikathouse
556,Juegang,CN,33.91,scattered clouds,32.3174,121.1855,Rudong Y Hotel
557,Pachelma,RU,8.24,overcast clouds,53.2443,43.3521,
558,Shangrao,CN,41.36,overcast clouds,28.4532,117.9686,Boyue boutique Hotel
559,Geraardsbergen,BE,46.85,broken clouds,50.7804,3.907,Hotel Brasserie Grupello
560,Ginda,IN,35.73,clear sky,30.6945,78.4932,Sunil Bisht
562,Greeneville,US,38.91,clear sky,36.1632,-82.831,General Morgan Inn and Conference Center
564,Great Bend,US,50.05,clear sky,38.3645,-98.7648,Best Western Angus Inn
567,Gumdag,TM,43.5,overcast clouds,39.2061,54.5906,
571,Sooke,CA,46.08,overcast clouds,48.3746,-123.7276,Sooke Harbour House Hotel & Resort
572,Ketchikan,US,43.27,moderate rain,55.3422,-131.6461,Snow's Cove Lodge
573,Adigeni,GE,17.47,light snow,41.6819,42.6987,Hotel
577,Khani,GE,24.37,light snow,41.9563,42.9566,კურორტი ზეკარი/Resort Zekari
578,Shimoda,JP,33.91,clear sky,34.6667,138.95,Shimoda Tokyu Hotel
579,Emba,KZ,23.04,overcast clouds,48.8264,58.1442,
581,Reidsville,US,40.51,clear sky,36.3549,-79.6645,"Holiday Inn Express & Suites Reidsville, an IHG Hotel"
583,Syracuse,IT,58.37,overcast clouds,37.0881,15.2792,Hotel Posta
584,Wufeng,CN,32.02,overcast clouds,27.45,104.8333,中山宾馆
588,Kohima,IN,41.43,scattered clouds,25.6667,94.1167,The Homestay
591,Halifax,CA,26.22,overcast clouds,44.6453,-63.5724,Hotel Halifax
593,Penzance,GB,51.01,overcast clouds,50.1186,-5.5371,Artist Residence Penzance
594,Namie,JP,26.98,broken clouds,37.4833,141.0,いこいの村なみえ
595,Boyle,US,29.26,scattered clouds,37.6334,-84.8666,Chaplin Hill Bed and Breakfast
596,Arroyo,ES,45.14,clear sky,41.6096,-4.7969,Hotel El Jardín de la Abadía
597,Goderich,CA,19.9,overcast clouds,43.7501,-81.7165,Harmony Inn
598,Launceston,AU,58.64,overcast clouds,-41.45,147.1667,Hotel Grand Chancellor Launceston
603,Cochrane,CA,45.23,broken clouds,51.1834,-114.4687,Days Inn & Suites by Wyndham Cochrane
604,Boone,US,30.45,clear sky,39.0334,-92.3335,Cottonwoods RV Park
605,Hanzhong,CN,35.46,light rain,33.0728,107.0303,Guorui Hotel
607,Guadalupe Y Calvo,MX,57.52,few clouds,26.1,-106.9667,Hotel Pizarro
609,Ilinskiy,RU,16.38,fog,55.619,38.1182,Around the world
614,Kushima,JP,38.12,clear sky,31.4583,131.2333,Hanaoka
618,Nanzhou,CN,41.59,light rain,29.3596,112.4024,兴禹国际大酒店
619,Saint-Augustin,CA,5.2,light snow,51.226,-58.6502,
621,Uhlove,UA,42.57,overcast clouds,44.8215,33.6045,Tavryda
623,Irtyshskiy,RU,20.8,overcast clouds,58.3333,68.1333,
627,Borisoglebskiy,RU,8.24,scattered clouds,57.2586,39.1508,Парк отель Eleon
629,Baiyin,CN,16.68,light snow,36.5583,104.2081,GreenTree Alliance Gansu Baiyin Renmin Road Hotel
631,Terrace,CA,42.71,broken clouds,54.5163,-128.6035,Northern Motor Inn
632,Dryden,CA,5.29,overcast clouds,49.7833,-92.7503,"Holiday Inn Express Dryden, an IHG Hotel"
636,Tortoli,IT,53.42,clear sky,39.9256,9.6572,Hotel La Bitta
639,Uspenka,UA,20.86,broken clouds,48.3903,39.1619,"Санаторий-профилакторий ""Парус"""
641,Silveira,PT,57.56,scattered clouds,39.1112,-9.3643,Hotel Apartamento Praia Azul
645,Olot,ES,50.41,overcast clouds,42.181,2.4901,Hotel Riu Fluvià
646,Nuevo Progreso,MX,56.59,broken clouds,23.1667,-97.95,Balneario Rio el Paraiso
647,Altay,CN,7.16,clear sky,47.8667,88.1167,Jinqiao Hotel
648,Doctor Arroyo,MX,50.68,scattered clouds,23.6667,-100.1833,Hotel Plaza
659,Yate,GB,50.74,overcast clouds,51.5407,-2.4184,The Moda House
660,Nexo,DK,39.29,broken clouds,55.0607,15.1306,Strandhotel Balka Søbad
662,Tuatapere,NZ,50.83,scattered clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
663,Kalivia,GR,55.81,clear sky,35.0583,25.2272,ΑΝΩ ΚΑΣΤΕΛΛΙΑΝΑ
665,Mao,ES,52.36,scattered clouds,39.8885,4.2658,ARTIEM Capri
666,Peniche,PT,56.75,scattered clouds,39.3558,-9.3811,Hotel Star inn Peniche
668,Husavik,IS,13.91,snow,66.0449,-17.3389,Bjarnabúð
669,Waddan,LY,59.54,clear sky,29.1614,16.139,محل الشريف محمد العايب
670,Leskolovo,RU,22.93,snow,60.2634,30.4546,"Kp ""5 Kholmov"""
675,Makariv,UA,35.29,overcast clouds,50.4641,29.8113,Apart-hotel GolfStream
676,Castelldefels,ES,56.08,few clouds,41.2779,1.9703,Aparthotel Solifemar
679,Hami,CN,27.09,overcast clouds,42.8,93.45,Laoyutang Resort
680,Sorland,NO,39.7,overcast clouds,67.667,12.6934,Sjybrygga fiskecamp
681,Lata,PT,54.07,clear sky,40.1629,-8.3327,Casa Maquia
682,Pachperwa,IN,52.43,few clouds,27.5167,82.65,Manglam mairrage haal
683,Canton,CN,55.99,broken clouds,23.1167,113.25,Shangjiuwan Hotel
684,Alexandria,EG,57.16,clear sky,31.2156,29.9553,Royal Crown Hotel
685,Zhoucheng,CN,28.76,scattered clouds,35.9122,116.3117,Yingbin Restaurant
686,Matay,EG,55.45,clear sky,28.419,30.7792,Nag Aespen
688,Suratgarh,IN,59.02,clear sky,29.3167,73.9,Maharaja Hotel
691,Bereda,ES,46.92,clear sky,43.2686,-7.5406,Pazo de Verdes
696,Cankuzo,BI,59.09,overcast clouds,-3.1333,30.5833,
698,Cooma,AU,49.77,broken clouds,-36.2333,149.1333,High Country Motel
699,La Ciotat,FR,55.81,scattered clouds,43.1748,5.6045,ibis La Ciotat
